art_style,painting,emotion,utterance,repetition
Impressionism,edgar-degas_three-heads,disgust,the face in the back looks very ugly skin,7
Romanticism,karl-bodmer_young-amerindian,awe,"Awesome/reverant native American or other indigenous man depiction in a regal pose, well dressed in his people's garb, fur and rifle. Could have been any warrior across multiple cultures.",5
Realism,ivan-shishkin_oak-1889,contentment,I find the large branches and leaves calming and relaxing.,5
Romanticism,john-william-waterhouse_orpheus,something else,"Oddly enough, I feel like there is an instrument I can play in here somewhere.",5
Northern_Renaissance,jean-fouquet_coronation-of-pepin-the-short-in-laon-1460,something else,There is a mix of emotion between calm and excitement between the war outside and the anointment inside.,5
Post_Impressionism,pierre-bonnard_misia-1908,contentment,there is a beauitful scheme to painting is almost looks like a plate of food.,5
Expressionism,pablo-picasso_harlequin-with-guitar-1918,amusement,The jester is drawn awkwardly with weird color. It looks whimsical.,5
Post_Impressionism,mario-zanini_banhistas,something else,faceless and gender-less is no way to live a life,11
Expressionism,oskar-kokoschka_the-power-of-music,contentment,"I love the use of bright colors, makes it look exciting",5
Northern_Renaissance,albrecht-durer_the-temptation-of-the-idler-1498,excitement,I really like the subjects in this painting including the cherub but I can't figure out what the painting is about,5
Romanticism,john-crome_the-yare-at-thorpe-norwich-1806,contentment,All the green trees and bushes next to the calm water makes me feel relaxed and lazy. The clouds and darkness in the sky makes me think a storm is coming but even a storm would be welcomed on such a relaxed day.,5
Post_Impressionism,piet-mondrian_not-identified-3,fear,the blue sky and dark forest seem to swallow up the little cottage,5
Post_Impressionism,richard-gerstl_the-fey-sisters-karoline-pauline-1905,sadness,"This is a bad painting of two twin women..I feel sad for them, because they have fear in there face..",5
Symbolism,william-blake_illustration-to-book-of-job-2,sadness,It feels like the men on the right are harassing the man in the middle because he appears to be a beggar.,5
Northern_Renaissance,albrecht-durer_reclining-female-nude-1501,contentment,the person is lounging casually and looks calm and relaxed,5
Art_Nouveau_Modern,zinaida-serebriakova_the-bathhouse-1912,awe,the light so strong reflecting on bodies reflecting on my soul,5
Northern_Renaissance,hugo-van-der-goes_the-adoration-of-the-kings-monforte-altar,awe,Show a cute little baby in the ceremony of getting baptized.,5
Realism,ivan-kramskoy_portrait-of-a-woman-3,contentment,A lady is comfortable with her family's library where she enjoys reading.,5
Impressionism,cornelis-vreedenburgh_the-montelbaanstoren,contentment,The people in this picture are enjoying a relaxing day and it brings me gratification.,5
Expressionism,martiros-saryan_mother-of-the-artist-1904,fear,The mucky green and black mixed together to form an elderly woman with black wrapping around her gives me feeling of ominous death or something of the like.,5
Impressionism,eliseu-visconti_ilusoes-perdidas,excitement,The artist looks like he is very happy with his work.  I am thrilled by his expression.,46
Romanticism,john-everett-millais_the-ransom,awe,There is a nice range of color here and the level of detail is very impressive to me.,5
Realism,columbano-bordalo-pinheiro_repolho-1911,disgust,The lettuce head and lemon are blotchy surrounded with an ugly brown color.,10
Northern_Renaissance,robert-campin_virgin-and-child-1410,awe,This touching painting of mother and child gives me a sense of awe.,5
Impressionism,claude-monet_winter-at-giverny,contentment,"The colors are very serene, it reminds me of what I see when I am hiking.",5
Romanticism,konstantin-makovsky_zaporozhye-cossack,amusement,the mans eyes and face is trying to look serious but it is not,5
Northern_Renaissance,jean-fouquet_etienne-chevalier-1410-74-and-his-patron-paying-homage-to-the-virgin-and-child-1460,something else,it seems like a highly religious themed painting of religious poeple,5
Post_Impressionism,periklis-vyzantios_euphrosyne-great-greatgrandchild-of-l-kountourioti,something else,Nothing felt. Face has no expression and the colors are dark.,5
Impressionism,edgar-degas_study-of-gentile-bellini-1855,disgust,The guy in this painting looks disgruntled and brings me a disgusted feeling.,5
Northern_Renaissance,albrecht-durer_two-castles,awe,the sketch is very detail orienteated but the sketch is light,5
Expressionism,nikolaos-lytras_portrait-of-a-little-girl,excitement,"I love the brush strokes in the piece, especially in the hair.",5
Expressionism,martiros-saryan_mountainous-march-of-armenian-units-1933,fear,The scenes are of men going for war which represent lots of blood shed.,5
Baroque,willem-kalf_still-life-with-glass-goblet-and-fruit-1655,disgust,I hate that the only thing that stands out about this painting is food.,5
Post_Impressionism,pyotr-konchalovsky_harvest-1923,contentment,The elderly woman stands out against the yellow wheat field.,5
Realism,ivan-shishkin_at-the-summer-cottage-1894,contentment,The woman relaxing on a bench in the park makes me feel calm as well.,6
Post_Impressionism,pyotr-konchalovsky_soldiers-1910,something else,Nothing in particular. The military people are taking a break from war to eat?,6
Expressionism,milton-avery_interlude-1960,something else,Boredom - the colour is pretty but the figures are anonymous and uninviting.,10
Impressionism,edgar-degas_the-rehearsal-1873,sadness,The piano man and singer seem startled by how upset the lady in white is.,5
Impressionism,emmanuel-zairis_women-ironing,contentment,the picture is a very good laundry day and they look hard at work,5
Realism,james-tissot_jew-and-armenian-1889,contentment,The man on the right looks weird with his eyes lopsided.,6
Northern_Renaissance,albrecht-durer_madonna-and-child-with-bagpipers,awe,The horse in the painting makes the picture look lively.,5
Northern_Renaissance,hieronymus-bosch_not_detected_195355,disgust,"The painting looks overly simple and basic, lacking in details.",6
Post_Impressionism,pierre-bonnard_tall-nude-also-known-as-woman-nude-standing-1906,excitement,The woman's thick rear and ample breasts make her look attractive.,6
Expressionism,ossip-zadkine_couple,amusement,This couple seems in love but the unusual style gives this a slightly comical feel.,5
Post_Impressionism,paul-gauguin_swineherd-brittany-1888,contentment,"Looks like a typical and relaxing day on the farm, around the animals and secluded from the noisy urban life.",5
Art_Nouveau_Modern,zinaida-serebriakova_girls-neskuchnoye-1913,contentment,I really enjoy the purpousful double strokes  making the it have character,5
Symbolism,william-blake_illustration-to-milton-s-paradise-lost-1808-4,awe,the proportions and shadowing show of the artists skill,5
Impressionism,egon-schiele_trees-mirrored-in-a-pond-1907,something else,The use of the greens and blues make the water look like it is flowing. Making you want to put your toes in and sit for a time.,5
Northern_Renaissance,hans-baldung_dagger-madonna,fear,The woman's blank stare while impaling herself is very disturbing to me along with the dark color theme throughout,5
Romanticism,john-william-waterhouse_undine-1872,fear,The way the subject's brows are angled give the piece a very unsettling feel for me. It feels like something bad is about to happen to the girl.,5
Northern_Renaissance,pieter-bruegel-the-elder_ice-skating-before-the-gate-of-saint-george-antwerp-1553,amusement,THE PAINTING LOOKS LIKE PLAYERS ARE PUNISHIN THEIR WORKEERS,5
Baroque,joseph-wright_portrait-of-dr-erasmus-darwin-1731-1802-scientist-inventor-and-poet-grandfather-of-charles-1770,amusement,This was an important man with a passion for food.,11
Romanticism,konstantin-makovsky_peasant-boy,awe,"The boy's face is absolutely adorable with his rosy, puffed cheeks.",5
Romanticism,konstantin-makovsky_portrait-of-maria-petipa,awe,I love the beautiful contrast of the red feather and red lips to the tranquil blue of the woman's dress.,5
Post_Impressionism,pierre-bonnard_nude-and-fur-hat-1911,something else,It seems like a woman is showering but i can't tell what's in the bottom center.,5
Realism,ivan-shishkin_edge-of-the-forest-1885,contentment,The panoramic view in this painting gives me peace and contentment.,5
Expressionism,martiros-saryan_gazelles-near-the-tree-1907,something else,"I don't feel one way or the other about this painting, the subject matter is neutral with me",5
Post_Impressionism,paul-gauguin_paris-in-the-snow-1894,something else,the branches are very interesting however the washed out look is unappealing,5
Post_Impressionism,paul-gauguin_tahitian-woman-s-head,contentment,This sketched picture is simple and gives me a feeling of contentment.,5
Post_Impressionism,paul-gauguin_the-kelp-gatherers-1889,sadness,It makes me so sad to see women working tough jobs.,6
Post_Impressionism,suzanne-valadon_nude-at-the-mirror-1909,contentment,The woman walks as naked and free as a new born throughout the house.,6
Impressionism,emmanuel-zairis_women-ironing,sadness,A complex image with great details. The simple bleak colors leaves one feeling sad.,5
Romanticism,karl-bryullov_delphi-valley-1(1),awe,an incline of dirt and rocks assend the hills,5
Romanticism,karl-bryullov_portrait-of-sculptor-i-p-vitaly-1837,awe,I'm amazed at the way the lighting really molds the subject's features and body. It tells us that this was a real person.,5
Impressionism,edouard-manet_the-banks-of-the-seine-at-argenteuil-1874,awe,I like the bright yellows and blues. It looks like a time piece and the spots in the water emulate waves very well.,5
Expressionism,oskar-kokoschka_not_detected_235842,fear,"The dramatic lines cross-hatched throughout, the lady on her knees looking up, and the dark colors make me think of peril",5
Northern_Renaissance,albrecht-durer_heller-altarpiece,contentment,This painting is like a picture book with how detailed it is.,5
Impressionism,edgar-degas_dancers-tying-shoes-1883,contentment,The painting makes me think of flowing movement.  the woman are all in various stages of putting their shoes on.  The white costumes contrast well against the darker background,5
Expressionism,martiros-saryan_panthers-1907,amusement,The deep blues contrast well with the tan colors,5
Art_Nouveau_Modern,zinaida-serebriakova_in-the-kitchen-1923,awe,A young girl prepares the days harvest for a delicious supper.,5
Post_Impressionism,paul-gauguin_still-life-with-white-bowl-1886,contentment,"The brush strokes that constitute the flower petals suggest a fuzzier texture, as if they are moth balls and not actual flowers. The rounded shapes create a feeling of softness.",6
Realism,ivan-kramskoy_portrait-of-the-author-ivan-goncharov-1874,something else,I feel bored as there isn't really much going on in this one. It has nice detail but is just another portrait of a plain individual.,5
Impressionism,edgar-degas_portrait-of-mme-rene-de-gas-born-estelle-musson-1873,contentment,a woman at a table arranging flowers in a vase,5
Baroque,joseph-wright_self-portrait-at-the-age-of-about-twenty,something else,awe because of the glance and posture,11
Northern_Renaissance,hieronymus-bosch_moorish-battle-two,amusement,"The person's facial expressions are really amusing, and their feet look equally silly. It reminds me of fight scenes in comic strips.",5
Symbolism,william-blake_illustration-to-milton-s-paradise-lost-1807-6,disgust,The soldier proudly displays the barbarous acts of man.,6
Northern_Renaissance,hieronymus-bosch_not_detected_195355,something else,I am puzzled why the artist drew the girl from behind.  I feel like I am missing something,6
Expressionism,nikolaos-lytras_nude,contentment,"This image is has a sculptural feel to it, simple and beautiful.",5
Realism,ivan-shishkin_deadwood-1893,contentment,"I love how content being alone in the woods makes me feel. The tree stumps tell the story of a lumberjack that was here long ago, but now it is only me and these birch trees. I am at peace.",5
Post_Impressionism,suzanne-valadon_nude-at-the-mirror-1909,contentment,a naked lady dragging a towel and a hairbrush,6
Northern_Renaissance,mabuse_portrait-of-a-man,contentment,A man with an urgent expression holds a letter ready to be delivered.,6
Romanticism,joseph-wright_vesuvius-from-posillipo,excitement,"This place looks so peaceful , it makes me want to go back in time.",5
Romanticism,john-crome_the-beaters-1810,something else,The group of tired people take a break to rest during the hike.,5
Expressionism,pablo-picasso_harlequin-with-guitar-1918,sadness,There isn't enough color distinction here for me between the background and the man,5
Impressionism,cornelis-vreedenburgh_farm-along-the-canal,contentment,the water reflection makes the scene looks very peaceful,5
Expressionism,max-ernst_self-portrait-1909,fear,The man's blank eyes and expression makes him look rather creepy.,5
Northern_Renaissance,hieronymus-bosch_the-garden-of-earthly-delights-1516-9,contentment,the portrait is got a lot of detail I am still trying to figure it out.. the fish is big,5
Northern_Renaissance,hans-memling_christ-at-the-column-1490,disgust,This man was tortured and blood drips down his forehead.,5
Romanticism,john-hoppner_princess-sophia-after-john-hoppner,awe,the picture is quaint cute and adorable. It is very lifelike,5
Realism,ivan-shishkin_oak-1865,awe,"The shades of green used throughout the painting are vibrant and lush, giving the tree a lot of movement and majesty.",6
Art_Nouveau_Modern,wilhelm-kotarbinski_over-the-dead-gladiator,sadness,People are mourning someone with a wound killed in battle.,5
Expressionism,martiros-saryan_the-girl-leopard-and-trees-1907,something else,looks like parts of this have been removed,5
Expressionism,pablo-picasso_female-nude-sitting-in-the-armchair-1964,excitement,The big face and the two boobs make for an erotic picture to me.,5
Expressionism,pablo-picasso_don-quixote-1955,excitement,I find the shapes to be very interesting despite the lack of colors. I like that human and animals are distinguishable despite the art style.,5
Post_Impressionism,pyotr-konchalovsky_novgorod-peter-and-paul-church-1925,contentment,I once visited a small chapel similar to this one. This is such a cute little church.,5
Post_Impressionism,raoul-dufy_naked-1928,awe,the flatness of the carpet against the shelf almost cubist,5
Post_Impressionism,paul-gauguin_the-creek-le-pouldu-1889,contentment,This painting is nice to me because the green water reminds me of some of the green ponds dug in clay ground.,5
Northern_Renaissance,jean-fouquet_david-learning-of-the-death-of-saul,something else,This makes me feel powerful as if I was the king in the picture who's dominant over his subjects.,5
Post_Impressionism,paul-gauguin_self-portrait,sadness,Dark colors and sad eyes of the portrait make him look overworked,5
Expressionism,morris-graves_life-cycle-of-a-leaf,contentment,My dad taught me a lot about plants and leaves as a kid. This reminds me of my dad.,5
Post_Impressionism,pyotr-konchalovsky_nude-on-a-background-of-green-sketch-for-painting-woman-at-the-creek-1928,something else,The image has a sensual feel to it.,10
Post_Impressionism,pierre-bonnard_eiffel-tower-and-the-seine,contentment,the gray effil tower is out  beyond the river with boats,5
Expressionism,oskar-kokoschka_self-portrait-with-crossed-arms-1923,amusement,the picture is colorful and the business man looks frustrated at something or guilty of something,5
Post_Impressionism,pyotr-konchalovsky_portrait-of-yuri-petrovich-yuriev-1913,excitement,"The cosmonaut practices his re-entry position, even when he is home and away from the launch site.",5
Realism,ivan-shishkin_dresden-bridge-of-august-1862,amusement,The dark green color of the grass makes it look like the landscape is covered in fresh spinach!,5
Expressionism,otto-dix_triumph-of-death,excitement,"There is so much excitement going on here, sex and death all in one painting.",5
Romanticism,konstantin-makovsky_cup-of-honey-1,amusement,The girls is looking down slightly trying not to drop the vase.,5
Northern_Renaissance,albrecht-durer_madonna-and-child-on-a-stone-bench-1520,contentment,"the mother is looking at her baby with a content look on her face, the lines around her head make her look angelic",5
Romanticism,konstantin-makovsky_self-portrait-1,fear,"This man makes me feel a bit nervous, he looks strict, stern and completely business like with no emotion",5
Romanticism,joseph-wright_landscape-with-a-rainbow-1794,awe,The white rainbow is nicely contrasted with the muted background. It looks beautiful.,46
Expressionism,oskar-kokoschka_not_detected_235833,excitement,"The water colors are energizing, I like how the water is portrayed and the shadows are cast into the water's reflection",5
Expressionism,pablo-picasso_artist-s-son-1925,amusement,the eyes here are shocking in a silly way because it seems just overdone,5
Expressionism,pablo-picasso_female-nude-sitting-in-the-armchair-1964,amusement,The green and white tone of the picture remind me of key lime pie.,5
Symbolism,pierre-puvis-de-chavannes_the-happy-land-detail-1882,awe,"Some delicious, freshly picked fruit sustains these ladies on a summers day.",6
Post_Impressionism,spyros-papaloukas_arsenal-mount-athos-1935,awe,The way the colours blend into each other remind me of silk painting!,5
Realism,ivan-shishkin_birch-grove-1896-1,excitement,The blue color of the sky against the greenery of the tree leaves gives me anticipation that spring has arrived .,5
Impressionism,edgar-degas_the-dance-class-1873,awe,There are many people in this painting and it feels like a piece of real life.,5
Expressionism,max-pechstein_fraukopf-1911,excitement,The wide broad strokes of the brush are colorful making the hair stand out.,10
Post_Impressionism,roger-fry_venice,something else,A picture of a building in a city without much happening around it. Nothing to see here. Colors are bland as well. Sketch is limited with details.,5
Romanticism,john-hoppner_sir-ralph-abercromby-1798,awe,"Stoic and proud, the weathered soldier displays courage and strength.",5
Impressionism,edgar-degas_the-jewels,amusement,The two men delightfully share the food together.,5
Post_Impressionism,pyotr-konchalovsky_self-portrait-with-wife-1923,contentment,"This couple seem to be happy and content, enjoying the moment and having a drink.",5
Expressionism,otto-dix_relay-post,fear,"It looks pretty dark, as if someone was trapped in a prison cell without light, food, or social contact. The person looks deprived of life.",5
Post_Impressionism,pierre-bonnard_trouville-the-exit-to-the-port,amusement,This painting gives me a happy feeling the mixtures of yellows gives off love.,5
Romanticism,konstantin-makovsky_portrait-of-an-unknown-in-red-dress,excitement,The red dress is a good counterbalance to the serious expression and the tight hairdo.,5
Post_Impressionism,pierre-daura_autumn-trees-possibly-rockbridge-county-virginia,contentment,"The rustic colors of the foliage in this image remind me of Fall, as it is my favorite season.",5
Impressionism,emmanuel-zairis_the-carnival-in-athens-1930,fear,"The motion in the background could be a joyous dance, but the shadows in the foreground are ominous.",5
Expressionism,martiros-saryan_jewish-ladies-in-persia-1913,contentment,Both women are slightly smiling and they look like mother and daughter.,5
Realism,ivan-kramskoy_reading-1863,contentment,The dark colors of the background really bring out the brightness of the women.,5
Post_Impressionism,serge-sudeikin_still-life-with-porcelain-figurines-and-roses-1909,contentment,a chapel that almost looks its made of clay the artist brought it so to life,5
Northern_Renaissance,mabuse_the-metamorphosis-of-hermaphrodite-and-salmacis,amusement,"The naked boy and girl seem to be wrestling, the male parts are covered but the woman's are not.",5
Northern_Renaissance,albrecht-durer_the-crucifixion-1498,fear,"There is so much going on here, so many lines jumbled together showing chaos and despair, and every face looks ravaged and worn.",5
Expressionism,martiros-saryan_settlement-1932,sadness,seems foreign to me. looks like a painting of a poor community. poor and starving people.,5
Expressionism,martiros-saryan_design-for-opera-by-a-spendiarov-almast-1939-2,awe,the interplay of light and dark creates an ominous feeling,5
Realism,ivan-kramskoy_portrait-of-the-artist-nikolai-dmitrievich-dmitriev-orenburg-1866,awe,the face around the eyes is very realistic,5
Symbolism,pierre-puvis-de-chavannes_st-genevieve-bringing-supplies-to-the-city-of-paris-after-the-siege,sadness,People are coming up to the one to be healed and for forgiveness.,5
Expressionism,martiros-saryan_october-in-yerevan-1961,contentment,The fruits and vegetables are ripe and juicy and gathered in a proud bunch.,5
Realism,james-mcneill-whistler_fantin-latour-drawing-sun,fear,The black hat and outfit remind me of the angel of death.,5
Realism,ivan-shishkin_forest-4,awe,I love the suggestion of a rough bark through the use of different shades of brown in the tree trunk.,5
Post_Impressionism,piet-mondrian_lighthouse-in-westkapelle-1909,disgust,All the speckling and spotting does not appeal to me. It looks like this view is taken underwater,5
Baroque,joseph-wright_self-portrait,awe,I like the monochromatic feel and the realism detail in the eyes,10
Post_Impressionism,paul-gauguin_still-life-with-profile-of-laval-1886,contentment,The fruit is fecund and inviting and the colours immediately eye catching.,5
Expressionism,ossip-zadkine_the-guitar-player,excitement,Looks like the guests are being happily entertained by someone playing a guitar.,5
Expressionism,pablo-picasso_female-nude-with-man-s-head-1967,something else,the picture looks like someone got bored with a sharpy marker,5
Expressionism,martiros-saryan_notable-day-in-the-mountains-1926,contentment,The bright yellow and green hues suggests a feeling of prosperity and hope.,5
Impressionism,edgar-degas_portrait-of-princess-pauline-de-metternich,excitement,"This is beautiful. The yellows and golds remind me of sun and happinessthe black compliments on her top are very smartly added. She looks very educated, very bold. The multi-colored backround is amazingly done with green strokes",5
Impressionism,edgar-degas_the-duchess-de-montejasi-and-her-daughters-elena-and-camilla,fear,The serious faces on the woman and dark theme makes this painting  unsettling.,5
Impressionism,edouard-manet_the-reading-1869,sadness,this woman is so bored with that lifestyle she can barely stand it,5
Realism,james-tissot_sovereigns-no-20-caricature-of-isabella-ii-of-spain,amusement,The woman's obscenely large bust and tilted crown makes her look hilarious.,5
Impressionism,edgar-degas_seated-dancer-adjusting-her-shoes,awe,"She is putting on her pointe shoes and getting ready to dance, stunning and inspirational",5
Northern_Renaissance,jan-van-eyck_portrait-of-cardinal-albergati-1435,awe,"The feathery light strokes produce an image that somehow appears faint, yet at the same time finely detailed, subtlely catching even the most delicate wrinkling of skin in great detail.",5
Impressionism,constantin-artachino_cliffs,contentment,The peaceful colors of the water and the greenery makes one want to sit on the beach and read,5
Expressionism,oskar-kokoschka_not_detected_235843,awe,It looks as if these people are trying to move a giant iceberg or mountain.,5
Romanticism,karl-bryullov_pheb-in-his-chariot(1),contentment,THE PPAINTING DEPICTS A FEMALE CHARIOT FLYIN G AWAY,5
Post_Impressionism,serge-sudeikin_still-life-with-porcelain-figurines-and-roses-1909,awe,One can't help but wonder what the giant roses smell like that the people gathered around.,5
Post_Impressionism,pyotr-konchalovsky_soldiers-1910,awe,the portrait is perfect at portraying the life of soldiers at sup,6
Post_Impressionism,paul-gauguin_still-life-with-l-esperance-1901,excitement,"I find the contrast in details between the very detailed still live and the nude, which has very little details, very interesting.",5
Expressionism,otto-dix_dawn,awe,"The light pierces through the cloudy night sky, like a flashlight.",5
Impressionism,eugene-boudin_antibes-the-point-of-the-islet,contentment,I can almost hear the ocean waves crashing against the rocks and smelling the salted air.,5
Impressionism,edouard-manet_portrait-of-a-lady,awe,the blue item around her neck looks like it's make of feathers or fabric,5
Impressionism,edgar-degas_dancer-with-a-fan-1879,contentment,"She is enjoying a moment of silence, her billowy white outfit and empty studio balanced by the slightly exotic style and cooling qualities of the fan.",5
Realism,ivan-shishkin_pine-forest-1885,something else,"The rich greens and dark trees are inviting and deeply though provoking,",5
Impressionism,eliseu-visconti_ilusoes-perdidas,contentment,The paint is white creating purity and the artist's face is still and peaceful.,46
Post_Impressionism,pierre-bonnard_autumn-the-fruit-pickers-1912,contentment,woman gathering flowers within the golden bushes,5
Expressionism,martiros-saryan_cover-of-armenian-folk-tales-by-i-khatchatryantz-1946,amusement,I find the man in green hilarious because he seems to be screaming at the sky with an arrow in his chest.,5
Romanticism,john-hoppner_sir-ralph-abercromby-1798,fear,the dark browridge and hollow eyes give off a mysterious look to this man,5
Expressionism,martiros-saryan_memphis-1911,contentment,Not everything in life is black and white- This is shades of grey.,5
Impressionism,emmanuel-zairis_the-carnival-in-athens-1930,contentment,The three shaded people on the left are happily dancing and leading a party-line.,5
Baroque,rembrandt_two-old-men-disputing,contentment,i like how the lighting cascades through this painting and casts shadows and lights up other spaces,5
Post_Impressionism,suzanne-valadon_bouquet-and-a-cat-1919,contentment,"I think this is a really good painting. I am not a cat person but I think many would find this a good painting for their homes, due to the skill in which it took to paint",5
Symbolism,viktor-vasnetsov_prince-andrey-bogolyubsky-1896,amusement,This man's eyeballs look incredibly buggy. You can tell he has seen some stuff.,11
Impressionism,cornelis-vreedenburgh_canal-in-dutch-town,sadness,There's a gray and almost poor quality to the Village,5
Realism,ivan-kramskoy_georg-august-von-mecklenburg-strelitz-1876,contentment,"The man in the painting has a relaxed posture and expression, making me feel calm as well.",5
Symbolism,william-blake_illustration-to-milton-s-on-the-morning-of-christ-s-nativity-1815,disgust,"The seemingly multiple headed creature in the middle is disgusting, as is the creature rising behind him in the mist.",5
Northern_Renaissance,albrecht-durer_the-lady-of-the-festival-du-rosaire-fragment-2,awe,The reflective affect to the man's already detailed face is alluring.,5
Symbolism,viktor-vasnetsov_descent-into-hell-1904,sadness,the figures below the central figure all appear to be in some kind of pain,10
Northern_Renaissance,hugo-van-der-goes_calvary-triptych-central-panel-1468,sadness,The depiction of Jesus on the cross and the emotions of the people look very real and makes me feel sad at the suffering being felt.,5
Realism,ivan-shishkin_blagoveschensky-cathedral-and-province-gymnasia-on-blagoveschenskaya-square-in-nyzhny-novgorod-1870,something else,The green roof really stands out and makes this painting real,5
Post_Impressionism,pyotr-konchalovsky_bridge-1920,contentment,Overall nice and quite place. I love the green colors.,5
Post_Impressionism,pierre-bonnard_striped-blouse,awe,Madame Curie discovers two new elements while fixing lunch in her kitchen in Paris.,5
Romanticism,karl-bodmer_ruined-towers-overlooking-the-rhine,fear,The clouds make it look as though we are in the midst of a storm.,5
Realism,constantin-artachino_white-headscarf,sadness,"This looks like a moslem woman very sad looking, maybe she in wondering when she will have rights in the moslem world",10
Northern_Renaissance,jean-fouquet_building-of-the-temple-of-jerusalem,awe,The details are striking and it leaves a feeling of awe.,5
Expressionism,pablo-picasso_don-quixote-1955,disgust,This drawing is very messy. The man on the horse looks like a doodle by a hyperactive four year old. It's distracting.,5
Northern_Renaissance,jan-van-eyck_man-in-a-blue-turban-1433,contentment,i am curious if the man in the painting is holding something in his hand,5
Impressionism,egon-schiele_view-from-the-drawing-classroom-klosterneuburg,contentment,a town with a church steeple near a lake,5
Expressionism,max-beckmann_night-1918,anger,"The picture shows brutality and the almost comical proportions disguise that. The violence, bright colors, and style seem wrong.",5
Realism,james-mcneill-whistler_arrangement-in-black-no-3-sir-henry-irving-as-philip-ii-of-spain,amusement,It made me feel amused at the clothing he wore,10
Northern_Renaissance,albrecht-durer_wappen-pirckheimer,something else,This seems to be a family crest which is quite plain and boring.,5
Realism,james-mcneill-whistler_the-kitchen,sadness,The lack of light and the figure's turned back makes this seem very melancholy.,5
Post_Impressionism,pyotr-konchalovsky_design-for-the-opera-by-wolfgang-amadeus-mozart-don-giovanni-1913,contentment,the picture is very content and peaceful looking to me,5
Impressionism,claude-monet_winter-on-the-seine-lavacourt-1880,contentment,this reminds me of how pretty winter can look on the farm i live on,5
Post_Impressionism,pyotr-konchalovsky_novgorod-kukui-tower-1928-1,excitement,if a blue sky can ever be as true or a building so solid i do not know,5
Romanticism,konstantin-makovsky_female-portrait-6,contentment,"The woman is pretty, professionally dressed and she is slightly smiling.",5
Northern_Renaissance,rogier-van-der-weyden_madonna-and-child-6,disgust,I feel ashamed. I don't get the idea of showing bare boobs.,5
Post_Impressionism,spyros-papaloukas_young-man-with-hat-1925,contentment,the picture is decent the guy in it does not look happy,5
Northern_Renaissance,hugo-van-der-goes_the-adoration-of-the-kings-monforte-altar,something else,Curious if pale skin signifies royalty given her face is a different pigment than everyone else in the room.,5
Expressionism,martiros-saryan_cliffs-1929,contentment,the sketching is simple yet majestic,5
Realism,ivan-shishkin_pines-1892,awe,"I find the black and white painting to be beautiful in its simplicity. The trees announce the coming of death, yet so calmy since death is always guaranteed in life.",5
Post_Impressionism,pierre-daura_winter-landscape-1950,contentment,The various hues of color in the clouds compliment the blue sky. It looks very beautiful.,5
Impressionism,edgar-degas_edmondo-and-therese-morbilli-1866,something else,"The eye focuses on the red in the image, leaving a feeling of intrigue.",5
Romanticism,konstantin-makovsky_spring-bacchanalia,excitement,"The women appear to be in a middle of a party or orgy, which makes for a exciting sight.",5
Realism,ivan-shishkin_coniferous-forest-sunny-day-1895,awe,The sun beating down onto the rich grasslands reminds me of a warm summers day. This scene looks very warm and peaceful.,5
Realism,ivan-shishkin_at-the-edge-of-a-pine-forest-1882,contentment,The mysterious woman standing in the background almost adds to the perspective of the painting.,5
Expressionism,mark-rothko_untitled-15,amusement,"This painting is weird. Why is the woman naked? Her nose is twice as big as normal, and her lips look weird. Despite having a feminine body, her expression is masculine. This makes the painting look amusing.",5
Northern_Renaissance,pieter-bruegel-the-elder_the-beekeepers-and-the-birdnester-1568,sadness,These workers do not have any faces painted on them,5
Realism,ivan-vladimirov_the-drunkard-1928,excitement,The man is pointing to something in the sky that others should look at.,5
Expressionism,max-beckmann_not-detected-259759,amusement,"The contour of the nose appears to be that of a pig, which looks amusing.",5
Abstract_Expressionism,salvador-dali_ex-aegypto-vocavi-filium-meum-1964,excitement,"I think this painting is of Jesus, Mary and Joseph looking for a place to shelter after Mary gave birth. This photo gives me hope because of the things in store for the baby.",12
Romanticism,konstantin-makovsky_in-the-garden,contentment,The girl's sad facial expression makes me want to go give her a hug. I feel bad for her.,5
Romanticism,john-william-waterhouse_a-flower-stall-1880,contentment,"I think all colors look a bit similar, there's not much that truly stands out except that potent red robe worn by the standing woman.",5
Post_Impressionism,serge-sudeikin_park-in-front-of-the-castle-design-for-swan-lake-by-tchaikovsky-1911,excitement,"This is a very exciting, dramatic painting about ballet.  It is so luminous.",5
Northern_Renaissance,hieronymus-bosch_mary-and-john-mary-and-john-at-the-foot-of-the-cross-1516,contentment,Though black/white both figures seem joyful and contented.,5
Expressionism,nikolaos-lytras_seascape-tinos(1),awe,the picture is bright and peaceful. makes me want to be on the boat instead of amazon mturk,5
Expressionism,mark-tobey_self-portrait-1949,disgust,The line going through his eye kind of skeeves me out.,5
Romanticism,konstantin-makovsky_portrait-of-the-girl-in-a-russian-dress-1,awe,This woman resembles a porcelain doll with her delicate facial features and light skin. She is beautiful.,6
Expressionism,martiros-saryan_to-the-spring-1927,excitement,The woman tries out her new binoculars for tonight's star gazing while carrying a fish across her shoulders.,5
Art_Nouveau_Modern,wilhelm-kotarbinski_evening,awe,The sheer detail in the dresses along with the fire flies make this image prepossessing,5
Realism,ivan-shishkin_rocky-shore-1879,awe,The detail in the mountains rocks as well as the grey of the clouds make for a beautiful scene.,5
Impressionism,edouard-manet_portrait-of-monsieur-brun-1879,fear,The man is frowning and his hands are tucked in two pockets like they are holsters with guns in them.,5
