art_style,painting,emotion,utterance,repetition,utterance_spelled,tokens,tokens_len,split,tokens_encoded,emotion_label
Realism,vincent-van-gogh_the-old-tower-1884,awe,The dark eerie church is seems unwelcoming but also draws curiosity. Why is it in the middle of nowhere?,5,the dark eerie church is seems unwelcoming but also draws curiosity why is it in the middle of nowhere,"['the', 'dark', 'eerie', 'church', 'is', 'seems', 'unwelcoming', 'but', 'also', 'draws', 'curiosity', 'why', 'is', 'it', 'in', 'the', 'middle', 'of', 'nowhere']",19,train,"[1, 4, 47, 1218, 554, 8, 44, 7237, 33, 166, 889, 888, 279, 8, 14, 10, 4, 318, 7, 1970, 2, 0, 0, 0, 0]",2
Realism,vincent-van-gogh_the-old-tower-1884,sadness,"The overall gloomy color, crosses and dark birds with the red on the ground remind me of tragic death.",5,the overall gloomy color crosses and dark birds with the red on the ground remind me of tragic death,"['the', 'overall', 'gloomy', 'color', 'crosses', 'and', 'dark', 'birds', 'with', 'the', 'red', 'on', 'the', 'ground', 'remind', 'me', 'of', 'tragic', 'death']",19,train,"[1, 4, 505, 328, 53, 1532, 5, 47, 543, 19, 4, 66, 18, 4, 288, 226, 16, 7, 4392, 320, 2, 0, 0, 0, 0]",7
Realism,vasily-surikov_seville-the-bullfight-1910,disgust,The cow has been butchered since it's bleeding to death,5,the cow has been butchered since it's bleeding to death,"['the', 'cow', 'has', 'been', 'butchered', 'since', ""it's"", 'bleeding', 'to', 'death']",10,train,"[1, 4, 1458, 39, 205, 5660, 209, 56, 1824, 9, 320, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
Realism,vasily-surikov_seville-the-bullfight-1910,something else,its a shame when animals are forced to fight to the death,5,its a shame when animals are forced to fight to the death,"['its', 'a', 'shame', 'when', 'animals', 'are', 'forced', 'to', 'fight', 'to', 'the', 'death']",12,train,"[1, 114, 6, 3258, 182, 384, 17, 1155, 9, 1025, 9, 4, 320, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
Realism,vasily-surikov_seville-the-bullfight-1910,sadness,"A black bull lay shot, bleeding and dead atop a dead white horse.",5,a black bull lay shot bleeding and dead atop a dead white horse,"['a', 'black', 'bull', 'lay', 'shot', 'bleeding', 'and', 'dead', 'atop', 'a', 'dead', 'white', 'horse']",13,train,"[1, 6, 83, 1921, 2231, 1649, 1824, 5, 266, 3011, 6, 266, 65, 224, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
Impressionism,pierre-auguste-renoir_young-woman-wearing-a-hat-with-wild-roses,sadness,she has a very sad expression on her face even though she seems quite well-off,5,she has a very sad expression on her face even though she seems quite well off,"['she', 'has', 'a', 'very', 'sad', 'expression', 'on', 'her', 'face', 'even', 'though', 'she', 'seems', 'quite', 'well', 'off']",16,train,"[1, 38, 39, 6, 23, 68, 102, 18, 27, 42, 168, 164, 38, 44, 117, 86, 142, 2, 0, 0, 0, 0, 0, 0, 0]",7
Impressionism,pierre-auguste-renoir_young-woman-wearing-a-hat-with-wild-roses,sadness,The green background reminds of a tall lush hedge in a discontent aristocrat's estate home.,5,the green background reminds of a tall lush hedge in a discontent aristocrat's estate home,"['the', 'green', 'background', 'reminds', 'of', 'a', 'tall', 'lush', 'hedge', 'in', 'a', 'discontent', ""aristocrat's"", 'estate', 'home']",15,train,"[1, 4, 100, 75, 82, 7, 6, 507, 761, 3, 10, 6, 2360, 3, 2808, 330, 2, 0, 0, 0, 0, 0, 0, 0, 0]",7
Impressionism,pierre-auguste-renoir_young-woman-wearing-a-hat-with-wild-roses,contentment,The woman's hat is decorated with a string of flowers,5,the woman's hat is decorated with a string of flowers,"['the', ""woman's"", 'hat', 'is', 'decorated', 'with', 'a', 'string', 'of', 'flowers']",10,train,"[1, 4, 123, 381, 8, 1689, 19, 6, 3293, 7, 91, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,pierre-auguste-renoir_vase-of-roses-3,contentment,I think the shading and coloration of the flowers is great as it has a a wide variety and nice detail.,45,i think the shading and coloration of the flowers is great as it has a a wide variety and nice detail,"['i', 'think', 'the', 'shading', 'and', 'coloration', 'of', 'the', 'flowers', 'is', 'great', 'as', 'it', 'has', 'a', 'a', 'wide', 'variety', 'and', 'nice', 'detail']",21,train,"[1, 13, 89, 4, 432, 5, 3422, 7, 4, 91, 8, 169, 32, 14, 39, 6, 6, 781, 1106, 5, 96, 99, 2, 0, 0]",3
Impressionism,pierre-auguste-renoir_vase-of-roses-3,excitement,the bright red flowers compliment the lighter color tones.,45,the bright red flowers compliment the lighter color tones,"['the', 'bright', 'red', 'flowers', 'compliment', 'the', 'lighter', 'color', 'tones']",9,train,"[1, 4, 69, 66, 91, 1686, 4, 2416, 53, 285, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Impressionism,pierre-auguste-renoir_vase-of-roses-3,contentment,"The flowers are displayed in an informal, relaxed way, and i like the muted shades of color",45,the flowers are displayed in an informal relaxed way and i like the muted shades of color,"['the', 'flowers', 'are', 'displayed', 'in', 'an', 'informal', 'relaxed', 'way', 'and', 'i', 'like', 'the', 'muted', 'shades', 'of', 'color']",17,train,"[1, 4, 91, 17, 1694, 10, 37, 6301, 240, 67, 5, 13, 11, 4, 362, 376, 7, 53, 2, 0, 0, 0, 0, 0, 0]",3
Impressionism,pierre-auguste-renoir_bouquet-of-flowers-1878,contentment,the bright colors of the flowers compliment nicely with the dark background,5,the bright colors of the flowers compliment nicely with the dark background,"['the', 'bright', 'colors', 'of', 'the', 'flowers', 'compliment', 'nicely', 'with', 'the', 'dark', 'background']",12,train,"[1, 4, 69, 21, 7, 4, 91, 1686, 573, 19, 4, 47, 75, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,pierre-auguste-renoir_bouquet-of-flowers-1878,contentment,The pink and white flowers inside the vase compliment the pink flower decorations on the white vase.,5,the pink and white flowers inside the vase compliment the pink flower decorations on the white vase,"['the', 'pink', 'and', 'white', 'flowers', 'inside', 'the', 'vase', 'compliment', 'the', 'pink', 'flower', 'decorations', 'on', 'the', 'white', 'vase']",17,train,"[1, 4, 305, 5, 65, 91, 496, 4, 412, 1686, 4, 305, 385, 3973, 18, 4, 65, 412, 2, 0, 0, 0, 0, 0, 0]",3
Impressionism,pierre-auguste-renoir_bouquet-of-flowers-1878,awe,The pink flowers are like fireworks above the vase.,5,the pink flowers are like fireworks above the vase,"['the', 'pink', 'flowers', 'are', 'like', 'fireworks', 'above', 'the', 'vase']",9,train,"[1, 4, 305, 91, 17, 11, 1365, 423, 4, 412, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Impressionism,rudolf-schweitzer-cumpana_cu-covrigii-preg-tiri-de-cr-ciun-1925,awe,they look like they are freezing walking on a frozen lake in winter,5,they look like they are freezing walking on a frozen lake in winter,"['they', 'look', 'like', 'they', 'are', 'freezing', 'walking', 'on', 'a', 'frozen', 'lake', 'in', 'winter']",13,train,"[1, 43, 20, 11, 43, 17, 2383, 387, 18, 6, 2080, 445, 10, 533, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Impressionism,rudolf-schweitzer-cumpana_cu-covrigii-preg-tiri-de-cr-ciun-1925,something else,It makes me think these are old school immigrants but with no clues for where they are from it becomes confusing.,5,it makes me think these are old school immigrants but with no clues for where they are from it becomes confusing,"['it', 'makes', 'me', 'think', 'these', 'are', 'old', 'school', 'immigrants', 'but', 'with', 'no', 'clues', 'for', 'where', 'they', 'are', 'from', 'it', 'becomes', 'confusing']",21,train,"[1, 14, 24, 16, 89, 113, 17, 153, 907, 3, 33, 19, 134, 4600, 34, 248, 43, 17, 58, 14, 2505, 504, 2, 0, 0]",8
Impressionism,rudolf-schweitzer-cumpana_cu-covrigii-preg-tiri-de-cr-ciun-1925,something else,Determined.  The two figures depicted in the picture contrast nicely with the snow.  A viewer gets the sense that the couple still have a long way to go.,5,determined the two figures depicted in the picture contrast nicely with the snow a viewer gets the sense that the couple still have a long way to go,"['determined', 'the', 'two', 'figures', 'depicted', 'in', 'the', 'picture', 'contrast', 'nicely', 'with', 'the', 'snow', 'a', 'viewer', 'gets', 'the', 'sense', 'that', 'the', 'couple', 'still', 'have', 'a', 'long', 'way', 'to', 'go']",28,train,"[1, 1690, 4, 126, 188, 435, 10, 4, 54, 144, 573, 19, 4, 340, 6, 455, 1090, 4, 116, 26, 4, 434, 191, 70, 2]",8
Impressionism,william-merritt-chase_landscape-shinnecock-hills-1900,awe,The peaceful grassy meadow looks like a great place to camp.,5,the peaceful grassy meadow looks like a great place to camp,"['the', 'peaceful', 'grassy', 'meadow', 'looks', 'like', 'a', 'great', 'place', 'to', 'camp']",11,train,"[1, 4, 90, 3134, 1558, 15, 11, 6, 169, 172, 9, 2341, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Impressionism,william-merritt-chase_landscape-shinnecock-hills-1900,contentment,"Interesting landscape, the horizon adds a lot of contrast, but the foreground looks blurry.",5,interesting landscape the horizon adds a lot of contrast but the foreground looks blurry,"['interesting', 'landscape', 'the', 'horizon', 'adds', 'a', 'lot', 'of', 'contrast', 'but', 'the', 'foreground', 'looks', 'blurry']",14,train,"[1, 141, 212, 4, 1055, 542, 6, 167, 7, 144, 33, 4, 486, 15, 579, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,william-merritt-chase_landscape-shinnecock-hills-1900,awe,Flowers speckle the side of the grassy dunes.,5,flowers speckle the side of the grassy dunes,"['flowers', 'speckle', 'the', 'side', 'of', 'the', 'grassy', 'dunes']",8,train,"[1, 91, 3, 4, 299, 7, 4, 3134, 3481, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Impressionism,pierre-auguste-renoir_still-life-pomegranate-figs-and-apples-1915,disgust,This looks like a plate of moldy gross fruit i wouldnt want to eat.,5,this looks like a plate of moldy gross fruit i wouldnt want to eat,"['this', 'looks', 'like', 'a', 'plate', 'of', 'moldy', 'gross', 'fruit', 'i', 'wouldnt', 'want', 'to', 'eat']",14,train,"[1, 12, 15, 11, 6, 1012, 7, 2876, 979, 312, 13, 3817, 152, 9, 785, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
Impressionism,pierre-auguste-renoir_still-life-pomegranate-figs-and-apples-1915,sadness,"Is it a painting of fruit or balls, not sure to play with the balls or eat the fruit. I really felt more bad and sad for the artist.",5,is it a painting of fruit or balls not sure to play with the balls or eat the fruit i really felt more bad and sad for the artist,"['is', 'it', 'a', 'painting', 'of', 'fruit', 'or', 'balls', 'not', 'sure', 'to', 'play', 'with', 'the', 'balls', 'or', 'eat', 'the', 'fruit', 'i', 'really', 'felt', 'more', 'bad', 'and', 'sad', 'for', 'the', 'artist']",29,train,"[1, 8, 14, 6, 22, 7, 312, 51, 2323, 46, 257, 9, 510, 19, 4, 2323, 51, 785, 4, 312, 13, 74, 1088, 131, 2]",7
Impressionism,pierre-auguste-renoir_still-life-pomegranate-figs-and-apples-1915,something else,"The way in which the fruits are presented, with slightly confusing colors and strokes, leads to a sort of uncertainty in this image.",5,the way in which the fruits are presented with slightly confusing colors and strokes leads to a sort of uncertainty in this image,"['the', 'way', 'in', 'which', 'the', 'fruits', 'are', 'presented', 'with', 'slightly', 'confusing', 'colors', 'and', 'strokes', 'leads', 'to', 'a', 'sort', 'of', 'uncertainty', 'in', 'this', 'image']",23,train,"[1, 4, 67, 10, 107, 4, 787, 17, 1302, 19, 523, 504, 21, 5, 241, 1160, 9, 6, 410, 7, 2691, 10, 12, 80, 2]",8
Impressionism,william-james-glackens_29-washington-square-1,contentment,I feel so happy to taking a walk in the park.,5,i feel so happy to taking a walk in the park,"['i', 'feel', 'so', 'happy', 'to', 'taking', 'a', 'walk', 'in', 'the', 'park']",11,train,"[1, 13, 25, 35, 87, 9, 406, 6, 481, 10, 4, 773, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,william-james-glackens_29-washington-square-1,contentment,The little kids are playing outside with the puppy,5,the little kids are playing outside with the puppy,"['the', 'little', 'kids', 'are', 'playing', 'outside', 'with', 'the', 'puppy']",9,train,"[1, 4, 103, 816, 17, 353, 388, 19, 4, 2904, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,william-james-glackens_29-washington-square-1,contentment,The contrast of blue sky to red buildings and the triangular meeting of the paths.,5,the contrast of blue sky to red buildings and the triangular meeting of the paths,"['the', 'contrast', 'of', 'blue', 'sky', 'to', 'red', 'buildings', 'and', 'the', 'triangular', 'meeting', 'of', 'the', 'paths']",15,train,"[1, 4, 144, 7, 63, 77, 9, 66, 307, 5, 4, 3, 1295, 7, 4, 4205, 2, 0, 0, 0, 0, 0, 0, 0, 0]",3
Realism,vincent-van-gogh_cottage-with-trees-1885(1),fear,This cottage is completely pitch black inside. I would not dare to enter.,5,this cottage is completely pitch black inside i would not dare to enter,"['this', 'cottage', 'is', 'completely', 'pitch', 'black', 'inside', 'i', 'would', 'not', 'dare', 'to', 'enter']",13,train,"[1, 12, 2354, 8, 834, 3643, 83, 496, 13, 128, 46, 4659, 9, 5993, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
Realism,vincent-van-gogh_cottage-with-trees-1885(1),fear,The house is a bit mysterious and almost feels like it comes from a horror movie.,5,the house is a bit mysterious and almost feels like it comes from a horror movie,"['the', 'house', 'is', 'a', 'bit', 'mysterious', 'and', 'almost', 'feels', 'like', 'it', 'comes', 'from', 'a', 'horror', 'movie']",16,train,"[1, 4, 289, 8, 6, 192, 607, 5, 135, 119, 11, 14, 949, 58, 6, 1329, 920, 2, 0, 0, 0, 0, 0, 0, 0]",6
Realism,vincent-van-gogh_cottage-with-trees-1885(1),something else,looks like the house at the end of the blair witch project,5,looks like the house at the end of the blair witch project,"['looks', 'like', 'the', 'house', 'at', 'the', 'end', 'of', 'the', 'blair', 'witch', 'project']",12,train,"[1, 15, 11, 4, 289, 29, 4, 698, 7, 4, 5616, 3331, 2122, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
Realism,vasily-polenov_odalisque-1875,sadness,she looks sad or tired. Looks like its been a long day for her.,5,she looks sad or tired looks like its been a long day for her,"['she', 'looks', 'sad', 'or', 'tired', 'looks', 'like', 'its', 'been', 'a', 'long', 'day', 'for', 'her']",14,train,"[1, 38, 15, 68, 51, 556, 15, 11, 114, 205, 6, 217, 94, 34, 27, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
Realism,vasily-polenov_odalisque-1875,amusement,Her pipe reminds me of the caterpillar in Alice in Wonderland.,5,her pipe reminds me of the caterpillar in alice in wonderland,"['her', 'pipe', 'reminds', 'me', 'of', 'the', 'caterpillar', 'in', 'alice', 'in', 'wonderland']",11,train,"[1, 27, 1066, 82, 16, 7, 4, 3, 10, 3835, 10, 3814, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Realism,vasily-polenov_odalisque-1875,something else,she has just discovered the joys and pleasures of the hookah,5,she has just discovered the joys and pleasures of the hookah,"['she', 'has', 'just', 'discovered', 'the', 'joys', 'and', 'pleasures', 'of', 'the', 'hookah']",11,train,"[1, 38, 39, 60, 4695, 4, 3576, 5, 5083, 7, 4, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
Post_Impressionism,vincent-van-gogh_landscape-with-carriage-and-train-1890,contentment,It seems like a fairly crude folk art painting yet it successfully gives an impression of a charming pastoral scene.,5,it seems like a fairly crude folk art painting yet it successfully gives an impression of a charming pastoral scene,"['it', 'seems', 'like', 'a', 'fairly', 'crude', 'folk', 'art', 'painting', 'yet', 'it', 'successfully', 'gives', 'an', 'impression', 'of', 'a', 'charming', 'pastoral', 'scene']",20,train,"[1, 14, 44, 11, 6, 1765, 1608, 2206, 150, 22, 300, 14, 7080, 139, 37, 854, 7, 6, 1832, 1873, 52, 2, 0, 0, 0]",3
Post_Impressionism,vincent-van-gogh_landscape-with-carriage-and-train-1890,excitement,Gives a real perspective of looking down from an elevated perch,5,gives a real perspective of looking down from an elevated perch,"['gives', 'a', 'real', 'perspective', 'of', 'looking', 'down', 'from', 'an', 'elevated', 'perch']",11,train,"[1, 139, 6, 323, 714, 7, 59, 132, 58, 37, 5972, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Post_Impressionism,vincent-van-gogh_landscape-with-carriage-and-train-1890,awe,I love the colors and the way they use perspective.  I also like the train in the background.,5,i love the colors and the way they use perspective i also like the train in the background,"['i', 'love', 'the', 'colors', 'and', 'the', 'way', 'they', 'use', 'perspective', 'i', 'also', 'like', 'the', 'train', 'in', 'the', 'background']",18,train,"[1, 13, 61, 4, 21, 5, 4, 67, 43, 176, 714, 13, 166, 11, 4, 2150, 10, 4, 75, 2, 0, 0, 0, 0, 0]",2
Impressionism,paul-signac_saint-brac-le-bechet-1885,contentment,"The boat drifts slowly along an empty harbor, calm and serene.",5,the boat drifts slowly along an empty harbor calm and serene,"['the', 'boat', 'drifts', 'slowly', 'along', 'an', 'empty', 'harbor', 'calm', 'and', 'serene']",11,train,"[1, 4, 235, 4715, 1430, 319, 37, 477, 980, 109, 5, 339, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,paul-signac_saint-brac-le-bechet-1885,excitement,The contrast in colors of the lake are distinct and lively but still seem very muddled together. I notice the lake more than the boat.,5,the contrast in colors of the lake are distinct and lively but still seem very muddled together i notice the lake more than the boat,"['the', 'contrast', 'in', 'colors', 'of', 'the', 'lake', 'are', 'distinct', 'and', 'lively', 'but', 'still', 'seem', 'very', 'muddled', 'together', 'i', 'notice', 'the', 'lake', 'more', 'than', 'the', 'boat']",25,train,"[1, 4, 144, 10, 21, 7, 4, 445, 17, 1756, 5, 701, 33, 191, 78, 23, 2882, 127, 13, 1785, 4, 445, 131, 327, 2]",5
Impressionism,paul-signac_saint-brac-le-bechet-1885,contentment,I get a peaceful feeling looking at this lone sailboat sitting in the calm water.,5,i get a peaceful feeling looking at this lone sailboat sitting in the calm water,"['i', 'get', 'a', 'peaceful', 'feeling', 'looking', 'at', 'this', 'lone', 'sailboat', 'sitting', 'in', 'the', 'calm', 'water']",15,train,"[1, 13, 246, 6, 90, 104, 59, 29, 12, 1423, 1492, 214, 10, 4, 109, 71, 2, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,victor-borisov-musatov_a-tree,contentment,"The leaves and detail of the grass and incredibly well done. Overall, I love the shapes presented.",5,the leaves and detail of the grass and incredibly well done overall i love the shapes presented,"['the', 'leaves', 'and', 'detail', 'of', 'the', 'grass', 'and', 'incredibly', 'well', 'done', 'overall', 'i', 'love', 'the', 'shapes', 'presented']",17,train,"[1, 4, 273, 5, 99, 7, 4, 346, 5, 916, 86, 280, 505, 13, 61, 4, 149, 1302, 2, 0, 0, 0, 0, 0, 0]",3
Impressionism,victor-borisov-musatov_a-tree,contentment,"The scene appears bright, warms, and sunny and really makes me think of a nice summer day in a park.",5,the scene appears bright warms and sunny and really makes me think of a nice summer day in a park,"['the', 'scene', 'appears', 'bright', 'warms', 'and', 'sunny', 'and', 'really', 'makes', 'me', 'think', 'of', 'a', 'nice', 'summer', 'day', 'in', 'a', 'park']",20,train,"[1, 4, 52, 108, 69, 3, 5, 555, 5, 74, 24, 16, 89, 7, 6, 96, 394, 94, 10, 6, 773, 2, 0, 0, 0]",3
Impressionism,victor-borisov-musatov_a-tree,excitement,I can almost see each individual blade of grass. So much details.,5,i can almost see each individual blade of grass so much details,"['i', 'can', 'almost', 'see', 'each', 'individual', 'blade', 'of', 'grass', 'so', 'much', 'details']",12,train,"[1, 13, 101, 135, 85, 238, 730, 4529, 7, 346, 35, 151, 183, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Realism,thomas-eakins_the-brinton-house-1878,fear,A small house in the middle of no where surrounded by bushes,5,a small house in the middle of no where surrounded by bushes,"['a', 'small', 'house', 'in', 'the', 'middle', 'of', 'no', 'where', 'surrounded', 'by', 'bushes']",12,train,"[1, 6, 215, 289, 10, 4, 318, 7, 134, 248, 577, 62, 1241, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
Realism,thomas-eakins_the-brinton-house-1878,contentment,"While the coloring is a bit too dark, I find the peaceful placement of the home to be quite nice.",5,while the coloring is a bit too dark i find the peaceful placement of the home to be quite nice,"['while', 'the', 'coloring', 'is', 'a', 'bit', 'too', 'dark', 'i', 'find', 'the', 'peaceful', 'placement', 'of', 'the', 'home', 'to', 'be', 'quite', 'nice']",20,train,"[1, 137, 4, 613, 8, 6, 192, 160, 47, 13, 232, 4, 90, 1337, 7, 4, 330, 9, 28, 117, 96, 2, 0, 0, 0]",3
Realism,thomas-eakins_the-brinton-house-1878,fear,The house stands tall in the middle of no where.,5,the house stands tall in the middle of no where,"['the', 'house', 'stands', 'tall', 'in', 'the', 'middle', 'of', 'no', 'where']",10,train,"[1, 4, 289, 416, 507, 10, 4, 318, 7, 134, 248, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
Impressionism,mary-cassatt_sara-in-a-bonnet,contentment,"Pleasant picture of child, feelings of protection",46,pleasant picture of child feelings of protection,"['pleasant', 'picture', 'of', 'child', 'feelings', 'of', 'protection']",7,train,"[1, 335, 54, 7, 140, 601, 7, 2636, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,mary-cassatt_sara-in-a-bonnet,contentment,The facial detail is unsurpassed given the style of painting and the facial color is perfect.,46,the facial detail is unsurpassed given the style of painting and the facial color is perfect,"['the', 'facial', 'detail', 'is', 'unsurpassed', 'given', 'the', 'style', 'of', 'painting', 'and', 'the', 'facial', 'color', 'is', 'perfect']",16,train,"[1, 4, 211, 99, 8, 3, 902, 4, 229, 7, 22, 5, 4, 211, 53, 8, 491, 2, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,mary-cassatt_sara-in-a-bonnet,amusement,The beautiful blonde baby girl wears a colorful bonnet.,46,the beautiful blonde baby girl wears a colorful bonnet,"['the', 'beautiful', 'blonde', 'baby', 'girl', 'wears', 'a', 'colorful', 'bonnet']",9,train,"[1, 4, 55, 2731, 249, 158, 1910, 6, 243, 3033, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Impressionism,max-liebermann_lumberjack-in-the-forest-1898,contentment,The men are engaged in a hard day's labor.,5,the men are engaged in a hard day's labor,"['the', 'men', 'are', 'engaged', 'in', 'a', 'hard', ""day's"", 'labor']",9,train,"[1, 4, 170, 17, 1248, 10, 6, 233, 3079, 1856, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,max-liebermann_lumberjack-in-the-forest-1898,sadness,Seeing these trees being cut down makes me feel sad they are being taken.,5,seeing these trees being cut down makes me feel sad they are being taken,"['seeing', 'these', 'trees', 'being', 'cut', 'down', 'makes', 'me', 'feel', 'sad', 'they', 'are', 'being', 'taken']",14,train,"[1, 278, 113, 92, 110, 950, 132, 24, 16, 25, 68, 43, 17, 110, 726, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
Impressionism,max-liebermann_lumberjack-in-the-forest-1898,contentment,i like how the detail starts of then slowly gets out of focuse as u go back,5,i like how the detail starts of then slowly gets out of focuse as u go back,"['i', 'like', 'how', 'the', 'detail', 'starts', 'of', 'then', 'slowly', 'gets', 'out', 'of', 'focuse', 'as', 'u', 'go', 'back']",17,train,"[1, 13, 11, 76, 4, 99, 3287, 7, 538, 1430, 1090, 49, 7, 3, 32, 3779, 259, 244, 2, 0, 0, 0, 0, 0, 0]",3
Impressionism,pierre-auguste-renoir_noirmoutiers-1892,contentment,This painting gives off a sence of peace. The mixture of colors work very well.,5,this painting gives off a sence of peace the mixture of colors work very well,"['this', 'painting', 'gives', 'off', 'a', 'sence', 'of', 'peace', 'the', 'mixture', 'of', 'colors', 'work', 'very', 'well']",15,train,"[1, 12, 22, 139, 142, 6, 6901, 7, 274, 4, 1865, 7, 21, 174, 23, 86, 2, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,pierre-auguste-renoir_noirmoutiers-1892,contentment,The combination of trees and water are very peaceful even if the painting is a bit hazy.,5,the combination of trees and water are very peaceful even if the painting is a bit hazy,"['the', 'combination', 'of', 'trees', 'and', 'water', 'are', 'very', 'peaceful', 'even', 'if', 'the', 'painting', 'is', 'a', 'bit', 'hazy']",17,train,"[1, 4, 742, 7, 92, 5, 71, 17, 23, 90, 168, 79, 4, 22, 8, 6, 192, 1325, 2, 0, 0, 0, 0, 0, 0]",3
Impressionism,pierre-auguste-renoir_noirmoutiers-1892,contentment,The trees are made wirh blotches to create an effect of detail of the leaves. The sky color is warm like dusk has started. The country landscape is calming.,5,the trees are made wirh blotches to create an effect of detail of the leaves the sky color is warm like dusk has started the country landscape is calming,"['the', 'trees', 'are', 'made', 'wirh', 'blotches', 'to', 'create', 'an', 'effect', 'of', 'detail', 'of', 'the', 'leaves', 'the', 'sky', 'color', 'is', 'warm', 'like', 'dusk', 'has', 'started', 'the', 'country', 'landscape', 'is', 'calming']",29,train,"[1, 4, 92, 17, 251, 3, 2330, 9, 350, 37, 660, 7, 99, 7, 4, 273, 4, 77, 53, 8, 177, 11, 1411, 39, 2]",3
Impressionism,walter-sickert_interior-of-st-mark-s-venice-1896,fear,The muddy colors gives it a creepy church feeling. Like as if a hidden cult is performing a ritual.,5,the muddy colors gives it a creepy church feeling like as if a hidden cult is performing a ritual,"['the', 'muddy', 'colors', 'gives', 'it', 'a', 'creepy', 'church', 'feeling', 'like', 'as', 'if', 'a', 'hidden', 'cult', 'is', 'performing', 'a', 'ritual']",19,train,"[1, 4, 1560, 21, 139, 14, 6, 276, 554, 104, 11, 32, 79, 6, 1004, 3073, 8, 1874, 6, 2646, 2, 0, 0, 0, 0]",6
Impressionism,walter-sickert_interior-of-st-mark-s-venice-1896,contentment,"The painting is pretty boring with a lack of color and detail, but the subject matter is very pretty.  I don't love it, but I don't hate it either.",5,the painting is pretty boring with a lack of color and detail but the subject matter is very pretty i don't love it but i don't hate it either,"['the', 'painting', 'is', 'pretty', 'boring', 'with', 'a', 'lack', 'of', 'color', 'and', 'detail', 'but', 'the', 'subject', 'matter', 'is', 'very', 'pretty', 'i', ""don't"", 'love', 'it', 'but', 'i', ""don't"", 'hate', 'it', 'either']",29,train,"[1, 4, 22, 8, 186, 325, 19, 6, 374, 7, 53, 5, 99, 33, 4, 227, 762, 8, 23, 186, 13, 136, 61, 14, 2]",3
Impressionism,walter-sickert_interior-of-st-mark-s-venice-1896,contentment,Normally i wouldnt like this type of painting but I'm  making an exception in this case because i like the way the artist shapes the items in his painting and his use of color.,5,normally i wouldnt like this type of painting but i'm making an exception in this case because i like the way the artist shapes the items in his painting and his use of color,"['normally', 'i', 'wouldnt', 'like', 'this', 'type', 'of', 'painting', 'but', ""i'm"", 'making', 'an', 'exception', 'in', 'this', 'case', 'because', 'i', 'like', 'the', 'way', 'the', 'artist', 'shapes', 'the', 'items', 'in', 'his', 'painting', 'and', 'his', 'use', 'of', 'color']",34,train,"[1, 1867, 13, 3817, 11, 12, 539, 7, 22, 33, 162, 284, 37, 6014, 10, 12, 1924, 57, 13, 11, 4, 67, 4, 155, 2]",3
